"price","bathrooms","sqft_living","floors","waterfront","condition","grade","age","renovated","basement_percent","living_percent","grupo","categoria_quartos"
1691000,3.5,4020,2,0,3,11,13,0,0,0.297447280799112,"A","4"
1989000,2.5,2880,1,0,5,8,64,0,0.472222222222222,0.213333333333333,"A","3"
1013050,2.5,2480,1,0,4,9,47,0,0.266129032258065,0.195460277427491,"A","4"
1810000,2.5,4250,1,0,4,11,31,0,0.414117647058824,0.207915464018394,"A","5"
746000,1.75,1910,1,0,4,7,63,0,0.424083769633508,0.155019884749614,"A","3"
875000,1.75,2360,1,0,3,7,63,0,0.440677966101695,0.284817764904658,"A","4"
1562000,3,3910,1,0,4,9,54,0,0.260869565217391,0.241358024691358,"A","5"
1388000,2.5,3450,1.5,0,4,9,50,0,0.368115942028986,0.198275862068966,"A","4"
1675000,3.25,4560,1,0,5,9,52,0,0.453947368421053,0.238993710691824,"A","5"
569000,1.75,1230,1,0,4,7,64,0,0.113821138211382,0.155893536121673,"A","4"
1987500,3.5,5230,2,0,3,11,0,0,0.149139579349904,0.583705357142857,"A","5"
1450000,3.5,3720,2,0,3,10,7,0,0.225806451612903,0.448138778460426,"A","4"
720000,1.75,1570,3,0,3,9,8,0,0,1.41696750902527,"A","2"
425000,1.75,1730,1,0,2,7,59,0,0.433526011560694,0.145500420521447,"A","4"
1270000,2.5,3200,1,0,3,7,62,0,0.325,0.186003255056963,"A","5"
1208000,2.25,1590,2,0,4,8,35,0,0,0.186619718309859,"A","3"
870000,1.75,2780,1,0,3,9,51,0,0.438848920863309,0.252727272727273,"A","4"
1629000,2.5,3090,2,0,4,9,51,0,0,0.186335403726708,"A","5"
3168750,3.5,4330,1,0,3,12,6,0,0.517321016166282,0.361465898655981,"A","5"
6e+05,1,940,1,0,3,6,69,0,0,0.0494736842105263,"A","3"
2320000,3.5,5050,2,0,3,11,8,0,0.285148514851485,0.53046218487395,"A","4"
1444000,2.75,2660,1,0,3,8,46,1,0.274436090225564,0.278621556509898,"A","4"
1155000,1.75,1640,1,0,4,8,46,0,0,0.156727828746177,"A","3"
1450000,3.5,4170,2,0,3,10,6,0,0,0.458745874587459,"A","5"
1965220,3.5,4370,2,0,3,10,11,0,0.173913043478261,0.513513513513513,"A","4"
1210000,1.75,1900,1,0,4,8,59,0,0,0.139705882352941,"A","3"
780000,2.5,3020,1,0,4,8,39,0,0.427152317880795,0.199155895542073,"A","4"
625000,2,1730,1,0,4,7,28,0,0,0.141582780914968,"A","3"
667500,1.75,2130,1,0,3,9,61,0,0,0.104294178132498,"A","3"
899000,1,1480,2,0,4,8,65,1,0,0.212095156205216,"A","3"
650000,1.75,1900,1,0,4,7,61,0,0.378947368421053,0.181748612971112,"A","4"
607000,1,1230,1,0,4,7,63,0,0,0.151589844712842,"A","3"
990000,2.5,3140,2,0,3,10,26,0,0,0.28418861435424,"A","4"
1698000,3,3600,2,0,4,9,55,1,0,0.371632084236606,"A","4"
782000,2.5,2830,2,0,3,10,35,0,0.300353356890459,0.139100516097321,"A","4"
775000,1,1175,1,0,4,6,65,0,0,0.112397168547924,"A","3"
1050000,1,1330,1,0,3,6,63,0,0,0.136704697296742,"A","4"
9e+05,3.25,2620,1,0,4,8,34,0,0.324427480916031,0.363132363132363,"A","3"
1646000,3.5,4010,1,0,3,8,59,1,0.478802992518703,0.247530864197531,"A",">5"
1600000,3.5,4280,2,0,3,11,9,0,0,0.446624230408014,"A","4"
1950000,2.75,4020,2,0,4,10,26,0,0.296019900497512,0.214457188583622,"A","4"
1266520,2.5,3060,2,0,3,10,9,0,0,0.319548872180451,"A","3"
895000,2.5,2550,1,0,4,9,61,0,0.368627450980392,0.122155688622754,"A","5"
1875000,3.25,3930,2,0,3,10,8,0,0,0.359593741421905,"A","4"
898000,1.75,1490,1,0,4,7,51,0,0,0.150901357099453,"A","2"
1050000,2.5,3030,1.5,0,4,10,26,0,0,0.24066719618745,"A","4"
2641100,4.25,4660,2,0,3,11,10,0,0,0.287654320987654,"A","5"
2065000,3.75,4350,2,0,3,10,1,0,0,0.546139359698682,"A","4"
1088000,2.5,2920,2,0,3,8,64,1,0,0.359916183902379,"A","3"
8e+05,2.5,3000,1,0,3,8,49,0,0.5,0.284090909090909,"A","5"
2300000,4.75,5310,2,0,3,10,1,0,0.312617702448211,0.602313974591652,"A",">5"
979000,1.5,1700,1,0,4,8,60,0,0,0.120285855798486,"A","3"
8e+05,1.75,2150,1,0,4,7,59,0,0,0.235024048972453,"A","4"
1749000,2.5,3910,1.5,0,3,8,106,1,0,0.172170849845883,"A","4"
635250,2.25,2210,1,0,5,8,38,0,0.316742081447964,0.1002722323049,"A","3"
1400000,3,3850,1,0,4,9,50,0,0.405194805194805,0.256837891927952,"A","5"
1100000,1.75,2050,1,0,4,8,64,0,0,0.172268907563025,"A","2"
1901000,2.5,2660,2,0,3,10,22,0,0,0.198997531233635,"A","3"
860000,2,1880,1,0,4,7,47,0,0.361702127659574,0.221332705439133,"A","3"
1130000,2.5,2660,2,0,3,9,15,0,0,0.2375,"A","4"
750000,1,1120,1,0,3,7,63,0,0,0.131009474792373,"A","3"
3200000,3.25,4560,1,0,3,11,20,0,0.394736842105263,0.341240739354935,"A","3"
1470000,2.5,3030,1,0,3,9,11,0,0.214521452145215,0.297379526940819,"A","4"
1190000,2,2160,1,0,3,8,64,0,0,0.136812769191791,"A","3"
1100000,2.5,2200,1,0,3,7,62,0,0.363636363636364,0.11,"A","3"
2135000,3.25,3860,1,0,4,10,39,0,0.318652849740933,0.216610549943883,"A","4"
760000,1.75,2770,1,0,4,7,61,0,0.469314079422383,0.325079216054454,"A","4"
1038000,1.75,1440,1,0,4,8,47,0,0,0.108303249097473,"A","4"
1200000,2.25,2860,2,0,3,10,33,0,0,0.267239768267614,"A","4"
1240000,3.5,3820,2,0,3,10,24,0,0.141361256544503,0.28886872353297,"A","4"
2750000,4,6300,2,0,3,12,11,0,0.307936507936508,0.392156862745098,"A","5"
950000,2.75,2500,1,0,4,8,45,0,0.32,0.125,"A","4"
1150000,2.5,2100,1,0,4,8,62,0,0,0.138888888888889,"A","3"
1350000,2,2240,1,0,5,8,67,0,0,0.217560217560218,"A","4"
949880,2.25,2290,2,0,3,9,36,0,0,0.214279030597923,"A","4"
1150000,2.5,2850,1,0,4,8,60,0,0.392982456140351,0.272102348672904,"A","3"
993000,2,2850,2,0,5,8,60,0,0.126315789473684,0.192437542201215,"A","4"
1735000,3.5,4010,2,0,3,10,7,0,0,0.415371866583799,"A","4"
1886700,3.5,4180,2,0,3,11,10,0,0,0.233063841650404,"A","5"
641000,1.75,1480,1,0,3,7,63,0,0,0.154118504633969,"A","3"
985000,3.5,2600,2,0,5,8,45,0,0,0.218120805369128,"A","3"
968000,2.5,2900,1,0,3,8,55,0,0.5,0.295948566180222,"A","5"
950000,1.5,1700,1,0,3,7,65,0,0.335294117647059,0.211180124223602,"A","3"
1500000,1.5,1910,1,0,1,8,60,0,0,0.0893609057733695,"A","3"
8e+05,1,1050,1,0,4,7,63,0,0,0.12,"A","2"
1300000,2,2350,1,0,4,8,39,0,0.246808510638298,0.156447639970708,"A","3"
1580000,2.75,3480,2,0,4,10,36,0,0.244252873563218,0.174078335250863,"A","4"
1191000,2.5,2710,1,0,3,8,56,0,0.365313653136531,0.180799252785376,"A","5"
3e+06,3.25,5370,2,0,3,10,97,1,0.283054003724395,0.381094315520545,"A","5"
1058000,2,2290,1,0,4,8,59,0,0,0.205620903295322,"A","4"
712500,1.5,1660,1,0,4,7,58,0,0,0.188700693418211,"A","3"
650000,1,1520,1,0,4,6,64,0,0,0.148626185587171,"A","3"
725000,1.75,1880,1,0,3,7,47,0,0.265957446808511,0.141353383458647,"A","3"
775000,1.75,1640,1.5,0,4,7,68,0,0,0.0875600640683396,"A","3"
1825000,3.75,6030,2,0,3,11,23,0,0.263681592039801,0.153368771778111,"A","3"
875000,1.5,1820,1,0,4,7,62,0,0,0.143465237269431,"A","3"
1824100,2.25,3330,2,0,3,9,47,1,0,0.166059941155937,"A","3"
1000750,2.75,3070,2,0,3,10,28,0,0.205211726384365,0.285873917496974,"A","3"
1450000,1.75,2230,1,0,3,9,66,0,0,0.164831103555326,"A","3"
680000,2.5,2620,2,0,4,8,37,0,0.301526717557252,0.183885457608085,"A","3"
1775000,2.25,4320,1,0,4,10,42,0,0.5,0.224707412223667,"A","3"
1398000,2.5,2910,2,0,4,10,26,0,0,0.289725209080048,"A","3"
723000,2.25,1960,1,0,4,8,55,0,0.341836734693878,0.225806451612903,"A","4"
781000,1.5,1290,1,0,4,7,62,0,0.364341085271318,0.157798165137615,"A","3"
945000,2,2840,1,0,3,7,62,0,0.5,0.212463529587791,"A","4"
3345000,3.75,5350,1,0,3,11,7,0,0.431775700934579,0.348307291666667,"A","5"
950000,2.25,2200,2,0,3,9,8,0,0.2,1.07684777288302,"A","2"
815000,1.5,2060,1,0,4,8,65,0,0,0.127870887647424,"A","4"
860000,2.5,3560,1,0,3,10,28,0,0.356741573033708,0.320172677399047,"A","4"
2400000,3.25,4140,1,0,3,10,37,1,0.202898550724638,0.19967203626893,"A","4"
695000,1.75,1790,2,0,5,8,62,0,0,0.191751472951259,"A","5"
1800000,5,4490,2,0,3,10,1,0,0.124721603563474,0.436812919544703,"A","5"
1650000,2.75,3190,1,0,4,9,65,1,0.391849529780564,0.214036500268384,"A","4"
1557600,2.5,2700,2,0,4,9,55,0,0,0.151235086540077,"A","4"
2175000,3,4750,1.5,0,5,11,38,0,0,0.218883922399889,"A","4"
2260000,3.5,3110,1,0,3,10,12,0,0,0.209117805271651,"A","3"
1650000,2.5,2780,1,0,5,8,64,0,0.377697841726619,0.233534946236559,"A","4"
1600000,2.75,3040,2,0,4,10,35,0,0,0.144404332129964,"A","3"
1780000,3.25,3950,2,0,3,10,12,0,0,0.361986803519062,"A","4"
1e+06,4.25,3920,2,0,3,9,24,0,0.260204081632653,0.241112067905031,"A","5"
1670000,3.5,4320,2,0,4,11,18,0,0,0.105840846726774,"A","5"
910000,2.5,2030,3,0,3,9,8,0,0.0295566502463054,1.75,"A","3"
1346400,1.75,3380,1,0,4,8,51,0,0.5,0.168822736127067,"A","5"
1145000,2.25,2840,1,0,3,8,42,0,0.211267605633803,0.140302341665843,"A","4"
1945000,4,4690,2,0,3,11,13,0,0.257995735607676,0.679710144927536,"A","4"
725000,1,940,1,0,4,7,62,0,0,0.11221200907246,"A","3"
1590000,2.25,3240,1,0,4,9,62,0,0.358024691358025,0.291078968646123,"A","4"
860000,1.75,2600,1,0,4,8,47,0,0.346153846153846,0.172596919808816,"A","3"
730000,1.75,2040,1,0,4,7,62,0,0.343137254901961,0.180626881530016,"A","3"
810000,2,1760,1,0,3,7,62,0,0,0.103969754253308,"A","3"
1110000,1.5,2310,1,0,3,7,64,0,0.181818181818182,0.173684210526316,"A","4"
7e+05,1,1300,1,0,4,8,55,0,0,0.108333333333333,"A","2"
1388000,2.25,2940,2,0,4,9,45,0,0,0.144230769230769,"A","4"
2998000,4,6670,2,0,3,12,8,0,0.256371814092954,0.404708452157029,"A","5"
1765000,3.25,3980,2,0,3,10,3,0,0,0.388330568835984,"A","4"
1405000,3.5,3410,2,0,3,10,6,0,0,0.316649642492339,"A","4"
2500000,3.75,3480,1,0,3,9,64,1,0.46264367816092,0.234343434343434,"A","4"
1430000,2.5,3380,2,0,3,10,48,0,0,0.122512595599696,"A","4"
1900000,2.5,3680,2,0,5,9,68,1,0,0.275634783911318,"A","4"
3e+06,3.75,5090,1,0,3,11,2,0,0.178781925343811,0.343385279633003,"A","4"
1928000,3.25,4280,2,0,4,11,30,0,0,0.210878990934174,"A","4"
1388000,3,4040,1,0,3,9,42,1,0.5,0.201989900504975,"A","4"
830000,2.25,2180,1,0,3,8,51,0,0.371559633027523,0.197178002894356,"A","4"
888000,1.5,1250,1,0,4,7,61,0,0,0.143513203214696,"A","3"
1362500,2,2310,1,0,3,10,35,1,0,0.108359133126935,"A","3"
530000,2.5,1785,2,0,3,7,39,0,0.106442577030812,2.29139922978177,"A","2"
1388000,1.75,2650,1,0,3,8,60,0,0,0.2336860670194,"A","5"
745000,1,1390,1,0,4,7,63,0,0,0.152546093064091,"A","3"
770126,2.75,2390,1,0,3,8,35,0,0.401673640167364,0.256989247311828,"A","4"
2328000,3.5,4420,2,0,3,11,12,0,0,0.212919697480611,"A","4"
935000,2.5,1780,2,0,5,9,40,0,0,0.861151427189163,"A","2"
2450000,4,4430,2,0,3,10,1,0,0,0.492222222222222,"A","5"
1170000,2.5,2570,2,0,3,9,14,0,0,0.411134218525036,"A","4"
999999,2.5,2100,2,0,3,9,7,0,0,0.512570173297535,"A","3"
810000,1.5,1520,1,0,4,7,60,0,0,0.168122995243889,"A","3"
1014250,1,1640,1.5,0,5,6,94,0,0.0853658536585366,0.127576818358615,"A","3"
772000,2.5,2500,1,0,4,7,56,0,0.5,0.288018433179723,"A","4"
980000,4.25,3250,2,0,3,8,70,1,0.273846153846154,0.275891341256367,"A","4"
685000,2.5,2170,1,0,3,7,55,0,0.43778801843318,0.25,"A","4"
1700000,3.5,5850,2,0,4,11,36,0,0.201709401709402,0.255625955866288,"A","5"
745000,1.75,1490,1,0,4,7,67,0,0.23489932885906,0.152040816326531,"A","3"
595000,1.5,1350,1,0,4,7,55,0,0,0.166399605571305,"A","4"
787000,1.75,1330,1,0,3,8,53,0,0,0.177333333333333,"A","3"
650000,1.5,1320,1,0,3,8,63,0,0,0.162681784569879,"A","3"
815000,1.5,1370,1,0,3,7,59,0,0,0.157997924114866,"A","3"
1450000,3.5,2820,2,0,3,10,20,0,0,0.361121782558586,"A","4"
1245000,2.5,3370,2,0,3,9,9,0,0,0.415382719092814,"A","5"
1537000,3.75,4470,2,0,3,11,6,0,0,0.552670623145401,"A","5"
1050000,2.75,2520,1,0,3,8,56,0,0.341269841269841,0.135302013422819,"A","5"
1802750,3.25,3890,1,0,3,10,38,0,0.419023136246787,0.194451387153212,"A","5"
1185000,2.75,3020,2,0,3,9,38,1,0,0.350266759452563,"A","4"
1565000,2.75,2970,1.5,0,4,7,96,1,0.282828282828283,0.232941176470588,"A","4"
1980000,3.5,4500,1,0,3,12,25,0,0.257777777777778,0.101387887527037,"A","4"
816000,1.5,1180,1,0,3,8,62,0,0,0.138092451726156,"A","3"
865000,1.5,1790,1,0,3,7,61,1,0,0.23784214722296,"A","3"
915000,2.75,2800,1,0,5,7,58,0,0.5,0.287179487179487,"A","3"
927000,2.75,3300,2,0,3,8,61,0,0,0.272952853598015,"A","4"
875000,2.5,1820,1,0,4,7,61,0,0,0.265771028037383,"A","3"
1795000,2.75,2880,1,0,4,9,55,0,0.423611111111111,0.142053862089376,"A","5"
1500000,3.5,4370,2,0,3,11,24,0,0.251716247139588,0.35702614379085,"A","5"
1300000,1.75,2130,1,0,3,8,46,0,0.295774647887324,0.111053180396246,"A","5"
1220000,2.25,2640,1,0,3,10,19,0,0,0.349946977730647,"A","3"
1375000,1.5,1850,1,0,4,8,61,0,0,0.174990541051835,"A","3"
1450000,2.75,2750,1.5,0,3,8,101,1,0.28,0.154589915116083,"A","4"
875000,1,1160,1,0,3,7,61,0,0,0.108087961237421,"A","3"
1148000,5.25,4590,1,0,3,9,6,0,0.455337690631808,0.42032967032967,"A",">5"
1750000,4.5,4650,2,0,3,11,6,0,0.217204301075269,0.607049608355091,"A","4"
1500000,1.75,2430,1,0,4,8,62,0,0.448559670781893,0.190483656031982,"A","3"
760000,1.5,1170,1,0,4,7,59,0,0,0.153041203400916,"A","3"
1306000,2.5,2770,2,0,3,9,12,0,0,0.341975308641975,"A","5"
1230000,1.75,2200,1.5,0,3,8,66,1,0,0.150375939849624,"A","3"
1300000,1.75,2610,1,0,4,8,48,0,0,0.120833333333333,"A","4"
865000,1.75,1480,1,0,3,7,62,0,0.297297297297297,0.181305892441504,"A","3"
2900000,3.25,5050,1.5,0,3,11,33,1,0.0594059405940594,0.251243781094527,"A","4"
1770000,2.5,2580,1,0,4,9,64,0,0,0.176676025474218,"A","3"
8e+05,1,1430,2,0,3,7,61,0,0,0.0693501454898157,"A",">5"
850000,2,2310,1.5,0,4,8,48,0,0,0.172002978406552,"A","5"
1728000,3,3700,1,0,4,10,38,0,0.5,0.179873602333495,"A","4"
2150000,6,4340,2,0,3,8,47,0,0,0.460966542750929,"A",">5"
1490000,2.5,2420,1,0,4,9,48,0,0,0.130952380952381,"A","4"
605000,1,860,1,0,3,7,63,0,0,0.1321044546851,"A","2"
672000,1,1220,1,0,4,7,60,0,0,0.142307243671993,"A","3"
1750000,3.5,3845,2,0,3,10,1,0,0,0.457738095238095,"A","4"
824000,2.25,2490,1,0,4,8,54,0,0.481927710843373,0.252433090024331,"A","4"
1650000,2.25,2920,1,0,4,11,48,0,0,0.143137254901961,"A","4"
860000,2.25,1960,1,0,4,8,57,0,0.341836734693878,0.228119180633147,"A","5"
3650000,3.75,5020,2,0,3,12,8,0,0.209163346613546,0.57740970784449,"A","5"
1419000,3.25,4020,2,0,3,9,4,0,0.223880597014925,0.893333333333333,"A","5"
1700000,2.75,3810,2,0,3,10,1,0,0,0.407051282051282,"A","5"
1550000,2.5,2450,2,0,4,9,52,0,0,0.11776015380918,"A","5"
626000,1.75,1350,1,0,4,7,60,0,0,0.145270633810395,"A","4"
3204000,4,4810,2,0,3,11,7,0,0,0.255158877513129,"A","4"
735000,1.75,2100,1,0,3,8,59,0,0.361904761904762,0.263819095477387,"A","4"
2575000,4.25,5540,2,0,3,11,8,0,0.227436823104693,0.359553478712357,"A","4"
725000,1.75,1690,1,0,4,7,55,0,0,0.199081163859112,"A","3"
1027000,2.5,2430,2,0,3,9,25,0,0,0.231428571428571,"A","3"
990400,2.5,2100,2,0,3,9,7,0,0,0.512570173297535,"A","3"
1e+06,1.75,1780,1,0,5,9,47,0,0,0.15564882826163,"A","4"
1898000,4.5,4020,2,0,3,10,8,0,0,0.416321458160729,"A","4"
650000,2,1610,1,0,4,8,48,0,0,0.179367201426025,"A","4"
975000,2.25,2420,2,0,4,8,89,1,0,0.156310554191965,"A","4"
1980000,4,4360,2,0,3,10,7,0,0,0.360897276715504,"A","4"
765000,1,1220,1,0,4,7,60,0,0,0.160843770599868,"A","3"
825000,1.75,1930,1,0,4,7,62,0,0,0.228618810708363,"A","3"
1865000,2.5,2950,1,0,4,9,64,0,0.135593220338983,0.067722681359045,"A","4"
1575000,2.75,3650,1,0,4,10,39,0,0.353424657534247,0.181141439205955,"A","5"
950000,1.75,2210,1,0,4,7,62,0,0.339366515837104,0.116162943495401,"A","4"
1e+06,2,1780,1.5,0,5,8,96,0,0,0.113752556237219,"A","4"
695000,1.75,1570,3,0,3,9,7,0,0,1.30074565037283,"A","2"
843500,2,2630,2,0,4,8,61,0,0,0.159635811836115,"A","4"
1100000,3.5,2210,1,0,4,9,37,1,0.298642533936652,0.290904304330657,"A","4"
770000,1.75,2520,1,0,4,7,62,0,0.349206349206349,0.298507462686567,"A","4"
1650000,2.75,4040,1,0,4,9,52,0,0.5,0.195490177102487,"A",">5"
845000,2,1720,1,0,4,8,63,0,0,0.172482952266346,"A","5"
1610000,2.75,4270,2,0,3,11,18,0,0,0.16545898399659,"A","4"
725000,1.75,1630,1,0,3,7,60,0,0.411042944785276,0.181111111111111,"A","3"
650000,1,1300,1,0,4,7,61,0,0,0.157270747640939,"A","3"
1890000,4.25,4285,2,0,3,10,1,0,0,0.458533975387908,"A","4"
610000,2,2300,1,0,3,8,59,0,0.378260869565217,0.17141153674169,"A","3"
2288000,2.5,4080,2,0,4,11,31,0,0,0.222198017645137,"A","4"
839000,1,1230,1,0,3,7,59,1,0,0.0999593661113369,"A","3"
825000,2.75,2220,1,0,3,7,62,1,0.297297297297297,0.186163522012579,"A","4"
2075000,3.5,4230,2,0,3,11,17,0,0,0.207586985326594,"A","4"
1965000,3.75,3940,1.5,0,4,9,64,0,0,0.286795749017324,"A","5"
1500000,2.75,2930,1,0,4,9,50,0,0.21160409556314,0.114021091956259,"A","4"
1635000,3.5,4220,1,0,3,10,56,1,0.5,0.157556750298686,"A","5"
1430000,2,1890,1,0,3,8,66,0,0,0.157277190646584,"A","3"
1495000,3.25,3070,2,0,3,10,52,1,0.289902280130293,0.295903614457831,"A","4"
720000,1,1370,1,0,3,6,65,0,0,0.144820295983087,"A","2"
3800000,5.5,7050,1,0,4,13,36,0,0.387234042553191,0.164565826330532,"A","5"
925000,1.75,1610,1,0,3,7,64,0,0.335403726708075,0.149129307150797,"A","3"
1940000,3.5,4230,2,0,3,10,7,0,0,0.25596030497398,"A","5"
1900000,2.75,4280,2,0,3,9,67,1,0.088785046728972,0.337859172718661,"A","4"
2150000,5.5,5060,2,0,3,11,6,0,0,0.49031007751938,"A","4"
640000,2.75,2100,1,0,4,8,46,0,0.180952380952381,0.176559609887338,"A","4"
1208000,3.75,3250,2,0,4,9,85,1,0.0953846153846154,0.296830760800073,"A","4"
798500,3,1950,3,0,3,9,6,0,0.174358974358974,1.06382978723404,"A","3"
805500,1,1440,1,0,4,7,63,0,0,0.139399806389158,"A","3"
2535000,3.25,3730,1,0,4,10,51,0,0,0.351025785808394,"A","5"
635000,2.25,1940,1,0,4,7,50,0,0.360824742268041,0.259288960171077,"A","3"
920000,1,1410,1,0,3,7,62,0,0.319148936170213,0.146023198011599,"A","3"
1264000,3.75,3490,2,0,3,9,2,0,0,0.380588876772083,"A","4"
785000,3,1950,3,0,3,9,5,0,0.174358974358974,0.983358547655068,"A","3"
1100000,2.25,1560,1,0,5,7,38,0,0.307692307692308,0.182030338389732,"A","3"
2408000,2.5,4600,1.5,0,3,9,97,1,0.217391304347826,0.197849462365591,"A","5"
1700000,3.5,3830,2,0,3,10,1,0,0.185378590078329,0.427312283833538,"A","4"
650000,1.75,2140,1,0,3,7,61,0,0.397196261682243,0.225643188528047,"A","3"
1750000,2.75,3560,2,0,3,10,0,0,0,0.396657381615599,"A","4"
895000,2.5,2350,1,0,4,8,53,0,0.480851063829787,0.165527928435585,"A","5"
1850000,3.25,4160,2,0,3,10,1,0,0,0.40251572327044,"A","4"
1600000,2.5,3160,1,0,4,9,48,0,0.424050632911392,0.246412975670618,"A","3"
850000,1.75,1400,1,0,3,7,63,0,0,0.141414141414141,"A","3"
2300000,3.25,4250,2,0,3,9,10,0,0,0.495915985997666,"A","4"
903000,1.5,1140,1,0,4,6,67,0,0,0.146153846153846,"A","2"
1565000,2.75,2810,2,0,3,10,21,0,0,0.327887981330222,"A","4"
1190000,2.5,3480,1.5,0,4,11,30,0,0,0.286090101940151,"B","4"
809950,2,2230,1.5,0,5,9,55,0,0,0.225252525252525,"B","4"
975000,2.5,3240,2,0,4,9,36,0,0,0.0923524214006784,"B","4"
699000,2.5,2440,1,0,4,9,44,0,0.319672131147541,0.168624740843124,"B","4"
550000,1,980,1,0,4,7,62,0,0,0.0894160583941606,"B","3"
925000,2.25,2590,2,0,4,9,40,0,0,0.186411400604578,"B","4"
851500,2,3200,1,0,5,8,37,0,0.375,0.175978882534096,"B","3"
9e+05,2.25,2510,1,0,3,9,48,0,0,0.0703258524558012,"B","5"
657500,2,2320,1,0,3,7,58,0,0.349137931034483,0.211678832116788,"B","3"
550000,1,1140,1,0,3,7,56,0,0,0.139364303178484,"B","3"
833000,1.75,2260,1,0,3,9,48,0,0,0.184670697826442,"B","4"
640000,2.25,1980,1,0,3,8,55,0,0,0.19574888779041,"B","3"
1300000,3.5,6563,2,0,3,10,12,0,0.214840774036264,0.200887664524028,"B",">5"
957000,2.25,2860,1,0,4,8,49,0,0.5,0.247726288436553,"B","4"
8e+05,2,2960,1,0,4,7,58,0,0.493243243243243,0.27007299270073,"B","5"
490000,1.75,1510,1,0,4,8,30,0,0,0.135791366906475,"B","3"
542500,2.25,1750,1,0,3,8,43,0,0.245714285714286,0.172244094488189,"B","4"
915000,2.5,3490,1,0,4,9,56,0,0.472779369627507,0.185145888594164,"B","5"
760000,2.25,3040,1,0,4,9,36,0,0.361842105263158,0.313725490196078,"B","4"
813500,2,2530,1,0,5,8,50,0,0.122529644268775,0.163015463917526,"B","4"
599380,1.75,1270,1,0,4,7,48,0,0,0.172789115646259,"B","3"
549000,2.5,1710,2,0,4,8,40,0,0,0.175925925925926,"B","5"
730000,3.5,2440,2,0,3,7,15,0,0.192622950819672,0.696744717304397,"B","3"
740000,2.25,3140,1,0,4,8,55,0,0.5,0.306341463414634,"B",">5"
530000,2,2330,2.5,0,3,8,27,0,0,0.0876895863911784,"B","3"
726000,2.5,2040,1,0,4,8,40,0,0.303921568627451,0.203329014252965,"B","3"
856600,2.25,2400,1,0,4,9,51,0,0,0.178704393149665,"B","4"
1150000,2.25,3250,1,0,3,10,8,0,0.304615384615385,0.0932621671258035,"B","3"
720000,1.75,2620,1.5,0,4,9,52,0,0,0.237297346254868,"B","4"
1010000,2.5,2860,2,0,3,9,16,0,0,0.492678725236865,"B","3"
640000,1.75,2060,1,0,4,8,54,0,0,0.20960520960521,"B","4"
9e+05,3,4350,2,0,3,10,42,0,0.32183908045977,0.117033011380451,"B","5"
738950,2.75,2260,1,0,4,8,58,1,0,0.188254893794252,"B","4"
617450,2,1580,1,0,3,7,34,0,0.316455696202532,0.109737463536602,"B","3"
849950,3,2990,2,0,4,8,42,0,0,0.305944950373478,"B","3"
790000,2.25,2370,1,0,4,9,37,0,0.329113924050633,0.230343084847896,"B","3"
1272000,2.75,3200,2,0,3,11,30,0,0,0.23308325442494,"B","4"
735000,3,2250,1,0,4,7,52,0,0.444444444444444,0.31055900621118,"B","4"
675000,1.75,1680,1,0,4,8,55,0,0,0.16,"B","3"
855000,2.25,2480,2,0,4,9,42,0,0,0.0670741602206956,"B","4"
800500,2.5,1780,1,0,5,8,53,0,0,0.159928122192273,"B","4"
745000,1.75,2050,1.5,0,5,9,55,0,0,0.185671587718504,"B","3"
710000,3.5,2440,2,0,3,7,14,0,0.184426229508197,0.711992996790195,"B","3"
556000,2.5,2230,1,0,4,7,57,0,0.452914798206278,0.309722222222222,"B","4"
635000,2.25,1920,1,0,4,8,45,0,0.375,0.215488215488215,"B","4"
725000,2.5,2650,2,0,3,8,28,0,0,0.1448483192129,"B","4"
855000,3,3090,2,0,3,9,37,0,0,0.0880994468837315,"B","4"
575000,1.75,1760,1,0,3,8,58,0,0,0.170064740554643,"B","3"
705000,2.75,2830,1,0,4,8,47,0,0.49469964664311,0.267511106909916,"B",">5"
931088,2.5,3510,1,0,4,9,58,0,0.45014245014245,0.201724137931034,"B","4"
1e+06,2.5,2730,2,0,3,9,16,0,0,0.468106995884774,"B","3"
744500,2.5,2700,1,0,4,8,47,0,0.351851851851852,0.162945081472541,"B","5"
650000,2.5,2240,1,0,4,8,47,0,0.334821428571429,0.225488222266962,"B","4"
660000,1.75,1870,1,0,3,8,37,0,0.133689839572193,0.178947368421053,"B","4"
549800,2.25,1580,1,0,4,7,56,0,0,0.13527397260274,"B","3"
475000,1.5,1240,1,0,3,7,55,0,0,0.141908903639277,"B","3"
790000,3.25,2900,1,0,4,8,47,0,0.348275862068965,0.238486842105263,"B","5"
935000,2.5,3150,1,0,3,10,39,0,0.428571428571429,0.0892781226086217,"B","5"
970000,3,3510,2,0,4,9,39,0,0,0.282836422240129,"B","4"
576000,1.75,1500,1,0,4,7,64,0,0,0.107983586494853,"B","3"
1578000,3.25,4670,2,0,4,12,26,0,0,0.0900918280731538,"B","4"
1960000,4,4430,2,0,3,12,17,0,0,0.141294294006953,"B","4"
1900000,3.25,4130,2,0,3,11,36,0,0,0.0367042596493099,"B","4"
910000,2.75,4190,1,0,4,9,49,0,0.513126491646778,0.107678865131579,"B","4"
740000,2.25,2860,1,0,3,8,38,0,0.426573426573427,0.109427609427609,"B","4"
