"price","bathrooms","sqft_living","floors","waterfront","condition","grade","zipcode","lat","long","age","renovated","basement_percent","living_percent","categoria_quartos"
460000,1,1130,1,0,3,6,98125,47.7132,-122.283,71,0,0.265486725663717,0.161428571428571,"3"
310000,2.5,1930,2,0,3,8,98042,47.3921,-122.163,20,0,0,0.275163957798688,"4"
174500,2.5,1240,2,0,3,7,98003,47.3236,-122.323,28,0,0,0.461137969505392,"2"
153503,2.5,1240,2,0,3,7,98003,47.3241,-122.322,28,0,0,0.339819128528364,"2"
401000,3.25,1770,3,0,3,8,98125,47.7186,-122.314,13,0,0,0.895295902883156,"3"
387500,3.25,1860,3,0,3,8,98125,47.7185,-122.313,13,0,0,0.838593327321912,"3"
428000,1.75,1580,1,0,4,7,98022,47.2303,-121.936,29,0,0,0.00311613725204028,"3"
570000,3,2710,2.5,0,3,9,98022,47.2411,-121.932,8,0,0,0.0124426078971534,"4"
525000,2.25,2040,2,0,4,7,98022,47.2328,-121.945,31,0,0,0.0046831955922865,"3"
389000,2.5,2420,2,0,3,10,98003,47.3221,-122.322,16,0,0,0.264567617798185,"4"
335000,1.75,2000,1,0,4,7,98003,47.3203,-122.321,53,0,0.305,0.183654729109275,"4"
285000,1.5,1380,1,0,4,7,98003,47.3204,-122.322,47,0,0,0.113151853066579,"3"
685000,2.5,3290,2,0,4,10,98042,47.3154,-122.079,23,0,0,0.0362350764350852,"3"
780000,3.5,3720,1,0,3,10,98010,47.3216,-121.94,7,0,0,0.0174588051982184,"4"
849900,2,2280,2,0,3,9,98070,47.4125,-122.455,24,0,0,0.00355581617678021,"2"
777700,2.5,2260,1.5,0,3,10,98070,47.4096,-122.449,20,0,0,0.0089875129245208,"3"
1350000,2.5,2753,1,1,5,9,98070,47.4041,-122.451,62,0,0.21358517980385,0.0423505884162757,"3"
645000,2.5,2120,1,0,3,9,98070,47.4089,-122.459,18,0,0,0.0107616944592502,"3"
485000,2,2410,1.5,0,3,7,98070,47.4154,-122.458,20,0,0,0.0475776838946579,"3"
290000,4.5,2810,1,0,3,8,98031,47.4045,-122.197,56,0,0.284697508896797,0.250579632602105,">5"
292500,1,880,1,0,4,5,98031,47.4115,-122.197,64,0,0,0.0495970241785493,"2"
319000,1,1730,1.5,0,4,6,98031,47.4135,-122.199,60,0,0,0.0475849928484982,"4"
579000,2.75,2660,1,0,3,8,98038,47.4127,-122.071,53,1,0.5,0.0119268070682025,"3"
365000,2.5,1620,2,0,3,7,98038,47.4014,-122.069,35,0,0,0.00737899809603629,"4"
1350000,4.75,5230,2.5,0,3,11,98038,47.4097,-122.063,13,0,0,0.0585679410513113,"4"
920000,3.25,3660,2,0,3,10,98038,47.4087,-122.062,11,0,0,0.0552778239265379,"3"
350000,1.5,1250,1,0,4,6,98038,47.4056,-121.955,35,0,0,0.00568238642046023,"3"
920000,2.25,3650,2,0,4,7,98144,47.5949,-122.291,67,0,0.397260273972603,0.681860638894078,"3"
321000,1,1300,1,0,4,7,98056,47.5029,-122.188,73,0,0,0.0690167763856445,"4"
326000,3,1880,1,0,4,7,98056,47.5029,-122.188,48,0,0,0.261111111111111,">5"
833450,4,4460,2,0,3,9,98027,47.4992,-122.06,19,0,0.253363228699552,0.016558688670664,"5"
523000,2.5,2660,2,0,3,8,98027,47.4969,-122.06,26,0,0,0.0407101316192225,"4"
1886700,3.5,4180,2,0,3,11,98004,47.5873,-122.202,10,0,0,0.233063841650404,"5"
993000,2,2850,2,0,5,8,98004,47.5892,-122.203,60,0,0.126315789473684,0.192437542201215,"4"
949880,2.25,2290,2,0,3,9,98004,47.5878,-122.202,36,0,0,0.214279030597923,"4"
8e+05,1.75,2150,1,0,4,7,98004,47.5828,-122.197,59,0,0,0.235024048972453,"4"
1155000,1.75,1640,1,0,4,8,98004,47.5873,-122.205,46,0,0,0.156727828746177,"3"
985000,3.5,2600,2,0,5,8,98004,47.582,-122.194,45,0,0,0.218120805369128,"3"
943500,2.25,2370,2,0,4,7,98004,47.5827,-122.197,34,0,0,0.21763085399449,"3"
2200000,4,5840,2,0,3,11,98004,47.5835,-122.202,27,0,0.24486301369863,0.501201510470305,"5"
1965220,3.5,4370,2,0,3,10,98004,47.5876,-122.204,11,0,0.173913043478261,0.513513513513513,"4"
1450000,3.5,3720,2,0,3,10,98004,47.5885,-122.199,7,0,0.225806451612903,0.448138778460426,"4"
1610000,3.75,3530,2,0,3,10,98040,47.5761,-122.205,1,0,0,0.266214177978884,"5"
545000,2.25,2290,2,0,3,8,98075,47.5874,-122.074,33,0,0,0.157010627356873,"3"
585000,3.5,3180,1,0,3,7,98075,47.5833,-122.073,46,0,0.468553459119497,0.0776632638108729,"5"
570000,2,2000,2,0,3,8,98075,47.5851,-122.072,37,0,0,0.0426421048142936,"4"
6e+05,2.5,2320,1.5,0,3,8,98075,47.587,-122.068,40,0,0,0.044383226201408,"3"
645000,2.25,2720,1,0,4,8,98075,47.5851,-122.073,35,0,0.264705882352941,0.148674501229844,"4"
555000,1.75,1760,1.5,0,3,7,98075,47.5882,-122.07,26,0,0,0.0186194128537424,"4"
563500,1.75,2085,1,0,3,7,98024,47.5753,-121.95,50,0,0.227817745803357,0.0119662534435262,"4"
441000,1.5,1190,1,0,3,7,98115,47.6726,-122.32,95,0,0.168067226890756,0.35,"2"
2574000,3.75,4475,2,1,3,12,98033,47.6646,-122.208,15,0,0.405810055865922,0.219104974539757,"4"
1095000,3,4090,1,0,4,10,98033,47.6627,-122.188,28,0,0.488997555012225,0.318287937743191,"5"
9e+05,2.75,2980,1.5,0,3,8,98033,47.674,-122.196,73,1,0.466442953020134,0.236507936507937,"3"
1020000,3.5,3770,2,0,3,10,98033,47.6744,-122.196,6,0,0,0.443477237972003,"4"
850000,2.25,3100,2,0,3,9,98053,47.6624,-122.062,29,0,0,0.0317424560469379,"5"
770000,2.5,2650,2,0,3,9,98053,47.668,-122.063,20,0,0,0.0651025672521803,"3"
590000,2.5,3360,1,0,3,8,98014,47.6601,-121.946,25,0,0,0.0153962471647536,"3"
785000,2.75,2990,2,0,3,9,98014,47.662,-121.944,15,0,0,0.0143901511687787,"3"
379950,1,870,1,0,3,7,98136,47.5465,-122.384,67,0,0,0.116,"2"
448500,1.75,1300,2,0,4,7,98136,47.5457,-122.383,102,0,0,0.270833333333333,"3"
557510,2,1580,1.5,0,3,7,98136,47.5454,-122.383,103,0,0,0.329166666666667,"4"
435000,1,2170,1.5,0,4,7,98011,47.7555,-122.204,84,0,0.230414746543779,0.0332108968472605,"5"
355000,1,1350,1,0,3,6,98077,47.7617,-122.061,67,0,0,0.00366333167805013,"2"
458000,3,3280,1.5,0,3,7,98077,47.7509,-122.056,35,0,0,0.052290916047572,"4"
740000,2,2100,1,0,4,9,98077,47.7479,-122.062,19,0,0,0.028867963433913,"3"
460000,2.25,2080,1,0,3,8,98077,47.7506,-122.063,35,0,0.235576923076923,0.0408123221818895,"3"
483000,2.25,2100,1,0,4,8,98077,47.7511,-122.072,38,0,0.366666666666667,0.0482093663911846,"3"
440000,2.75,2030,1,0,3,8,98077,47.752,-122.073,35,0,0.236453201970443,0.036126138952164,"4"
535000,2.5,1960,2,0,4,8,98077,47.7573,-122.07,36,0,0,0.0416631238840235,"3"
5e+05,2.25,2990,2,0,3,9,98019,47.754,-121.942,20,0,0,0.0138389406499211,"3"
330000,2,1400,1,0,3,7,98019,47.7576,-121.934,18,0,0,0.00641460330260433,"3"
308000,2.5,2330,2,0,3,8,98031,47.3934,-122.184,10,0,0,0.505861919235779,"4"
311000,3,2020,1,0,3,7,98108,47.5482,-122.294,21,0,0.396039603960396,0.341389217508873,"5"
319000,1.5,1090,3,0,3,8,98133,47.7235,-122.352,6,0,0,1.28689492325856,"2"
325000,1.5,1270,3,0,3,8,98133,47.7236,-122.353,5,0,0,1.19025304592315,"3"
318000,1.5,1240,3,0,3,8,98133,47.7235,-122.353,6,0,0,1.26144455747711,"3"
348000,2.5,1490,3,0,3,8,98133,47.7236,-122.353,6,0,0,0.601291364003228,"3"
175000,1,1020,1,0,4,6,98002,47.301,-122.226,66,0,0,0.198830409356725,"2"
2e+05,1.5,1780,2,0,4,6,98010,47.3124,-122.003,115,1,0.393258426966292,0.2225,"4"
267000,2.5,1690,2,0,4,7,98010,47.311,-122.003,26,0,0,0.163506191950464,"3"
335000,1.5,3160,1.5,0,4,6,98010,47.3103,-122.006,47,0,0.417721518987342,0.160040516586478,"4"
199999,1,960,1,0,5,5,98010,47.3091,-122.006,114,0,0,0.0887656033287101,"3"
224000,1.75,1500,1,0,3,6,98010,47.3095,-122.002,0,0,0,0.12533422459893,"3"
365000,2.5,1904,2,0,5,7,98010,47.3107,-122.001,16,0,0,0.23219512195122,"4"
206000,1,1050,1,0,5,5,98010,47.3106,-121.999,108,0,0,0.200649722912287,"3"
208500,1,880,1,0,4,5,98010,47.3107,-121.999,109,0,0,0.182800166181969,"2"
320900,2.5,2200,1,0,4,7,98010,47.3073,-122.006,44,0,0.363636363636364,0.258823529411765,"5"
515000,2.5,2670,2,0,3,9,98059,47.4876,-122.146,8,0,0,0.304620650313748,"4"
6e+05,2.75,3110,2,0,3,8,98059,47.4865,-122.143,3,0,0,0.27706013363029,"4"
579000,2.75,3220,2,0,3,8,98059,47.4863,-122.143,2,0,0,0.327735368956743,"4"
330000,1.75,1850,2,0,3,6,98059,47.4837,-122.148,71,1,0,0.12344855198185,"3"
197500,1,1330,2,0,5,7,98022,47.2053,-121.993,109,0,0,0.245750184774575,"3"
3800000,5.5,7050,1,0,4,13,98004,47.6229,-122.22,36,0,0.387234042553191,0.164565826330532,"5"
2408000,2.5,4600,1.5,0,3,9,98004,47.623,-122.218,97,1,0.217391304347826,0.197849462365591,"5"
847000,2.5,3010,2,0,3,8,98177,47.7209,-122.372,46,0,0,0.168495297805643,">5"
840000,3.5,3840,2,0,3,11,98014,47.615,-121.954,16,0,0,0.0447928331466965,"4"
1680000,4.25,5584,2,0,3,11,98014,47.6113,-121.952,16,0,0,0.0818084592056492,"4"
1610000,4.5,6085,3,0,3,11,98014,47.6085,-121.952,14,0,0,0.04263443685409,"5"
285000,1.5,1400,1,0,3,7,98148,47.4536,-122.33,59,0,0,0.184647850171459,"3"
482000,2.25,2240,2,0,3,8,98034,47.728,-122.206,36,0,0,0.269166065849555,"4"
2700000,4.75,5305,2,0,3,11,98033,47.6864,-122.215,9,0,0.294062205466541,0.631472443756696,"5"
765000,1,1270,1,0,4,7,98033,47.6874,-122.214,59,0,0,0.195384615384615,"3"
2225000,4.25,4700,2,0,3,11,98033,47.6882,-122.214,13,0,0.168085106382979,0.435185185185185,"4"
1430800,2.5,2910,2,0,3,10,98033,47.6906,-122.213,11,0,0,0.39516567083107,"4"
1364000,2.5,3560,2,0,3,10,98033,47.6903,-122.213,14,0,0,0.397321428571429,"4"
342000,2.5,1740,2,0,3,8,98106,47.525,-122.366,6,0,0.241379310344828,0.78167115902965,"3"
330000,2.5,1740,2,0,3,8,98106,47.5248,-122.365,6,0,0.241379310344828,0.943600867678959,"3"
125000,1,500,1,0,1,5,98106,47.5252,-122.362,86,0,0,0.0672043010752688,"1"
375000,2,1720,1,0,3,7,98106,47.5252,-122.361,84,1,0.436046511627907,0.713692946058091,"4"
8e+05,1,1430,2,0,3,7,98004,47.6255,-122.209,61,0,0,0.0693501454898157,">5"
9e+05,2.25,2460,1,0,4,9,98007,47.6042,-122.147,57,0,0,0.0553667484414035,"4"
540000,3,2570,1,0,3,8,98034,47.7271,-122.228,5,0,0.385214007782101,0.459749552772809,"5"
849000,1.5,2440,1,0,4,8,98177,47.7081,-122.374,64,0,0.409836065573771,0.303482587064677,"4"
554000,1,1120,1.5,0,3,7,98177,47.7055,-122.372,68,0,0,0.157657657657658,"4"
643500,2,1650,2,0,3,8,98177,47.7053,-122.374,69,1,0,0.232263513513514,"3"
645000,1.75,2270,1,0,4,7,98177,47.7057,-122.374,58,0,0.39647577092511,0.197873082287308,"3"
998800,2,2250,1,0,4,9,98177,47.7077,-122.378,59,0,0,0.28125,"3"
1225000,2.5,2600,1.5,0,4,9,98177,47.7076,-122.377,75,0,0.153846153846154,0.225264252295963,"4"
950000,2.5,3480,1,0,4,7,98177,47.7047,-122.378,73,1,0.497126436781609,0.446153846153846,"3"
1150000,2.25,3740,1,0,4,9,98177,47.7027,-122.378,63,0,0.5,0.207777777777778,"4"
650000,1.75,1660,1,0,4,7,98177,47.7045,-122.379,72,0,0.253012048192771,0.153433773916258,"3"
1e+06,3.5,3180,2,0,4,9,98177,47.7058,-122.379,36,0,0.352201257861635,0.253831417624521,"4"
2225000,3,3450,1,0,4,9,98177,47.7067,-122.38,66,1,0.431884057971014,0.206093189964158,"3"
1465000,1.5,2480,2,0,3,10,98177,47.7018,-122.381,75,0,0.141129032258065,0.250505050505051,"3"
1300000,1,2040,1,0,5,8,98177,47.7028,-122.385,75,0,0.176470588235294,0.257056451612903,"3"
1326000,2.25,2960,1,0,4,10,98177,47.7035,-122.385,62,0,0.236486486486486,0.355342136854742,"3"
899000,2.25,2370,1,0,3,8,98177,47.7023,-122.388,55,0,0.392405063291139,0.395,"4"
1430000,2.75,2710,1.5,0,3,9,98177,47.7039,-122.385,40,0,0.453874538745387,0.294437201216862,"3"
316000,2.5,1490,2,0,3,8,98059,47.4915,-122.155,17,0,0,0.365375183913683,"3"
315000,2.5,1260,2,0,3,8,98059,47.4914,-122.155,15,0,0,0.455366823274304,"3"
292000,2.5,1560,2,0,3,8,98059,47.4909,-122.154,15,0,0,0.569343065693431,"3"
3e+05,2.5,1260,2,0,3,8,98059,47.4908,-122.154,15,0,0,0.326848249027237,"3"
330000,2.5,1310,2,0,3,8,98059,47.4911,-122.154,16,0,0,0.449399656946827,"2"
350000,2.5,1630,2,0,3,8,98059,47.4913,-122.154,16,0,0,0.475912408759124,"3"
419000,1,720,1,0,4,6,98199,47.6534,-122.404,71,0,0,0.156794425087108,"2"
665000,1,1650,1,0,4,8,98199,47.6524,-122.404,61,0,0.212121212121212,0.323402587220698,"3"
535000,2,1370,1,0,3,7,98199,47.652,-122.404,62,0,0.255474452554745,0.357982754115495,"2"
812000,2,2380,1,0,4,8,98199,47.6506,-122.405,66,0,0.449579831932773,0.388761842535119,"4"
567500,1.5,1350,1,0,3,7,98199,47.6511,-122.405,75,0,0.207407407407407,0.293989547038328,"2"
652000,1,1470,1,0,3,8,98199,47.6517,-122.406,67,0,0.183673469387755,0.240117608624632,"3"
845000,2.75,3160,1.5,0,3,8,98199,47.6513,-122.406,81,0,0.335443037974684,0.442391152176956,"4"
655000,1.75,1800,1,0,3,7,98199,47.6514,-122.407,63,0,0.35,0.352802822422579,"3"
719000,1.75,1800,1,0,5,7,98199,47.6529,-122.407,68,0,0.5,0.30949105914718,"3"
735000,2.25,2270,1,0,5,8,98199,47.6528,-122.408,60,0,0.409691629955947,0.444923559388475,"4"
616000,1.75,1700,1,0,3,8,98199,47.6539,-122.408,57,0,0,0.290797126240164,"4"
650000,2.25,1910,1,0,3,8,98199,47.6534,-122.409,60,0,0.319371727748691,0.373046875,"4"
910000,3.5,3020,2,0,3,9,98199,47.651,-122.409,60,1,0.311258278145695,0.739833414992651,"3"
256000,2.5,2050,2,0,3,7,98198,47.3527,-122.315,12,0,0,0.35424226715051,"4"
168000,2.5,1160,2,0,3,7,98106,47.5264,-122.366,16,0,0,0.533578656853726,"2"
209000,2,1230,2,0,3,7,98106,47.526,-122.361,11,0,0.170731707317073,0.917910447761194,"3"
249000,2,1260,2,0,3,7,98106,47.5262,-122.361,3,0,0.357142857142857,1.12,"3"
320000,2.5,1610,2,0,3,8,98106,47.5257,-122.361,7,0,0.229813664596273,1.18731563421829,"3"
255000,1.75,1260,2,0,3,7,98106,47.5261,-122.361,3,0,0.357142857142857,1.11209179170344,"3"
275000,2,1290,1,0,3,7,98108,47.5346,-122.291,58,0,0.263565891472868,0.142683331489879,"2"
395000,1,700,1,0,3,6,98108,47.5348,-122.295,72,0,0,0.0938715301059407,"2"
599000,1.75,1650,3,0,3,8,98105,47.6638,-122.319,0,0,0,1.39830508474576,"3"
645000,2.25,1640,3,0,3,8,98105,47.6636,-122.319,1,0,0,1.60312805474096,"3"
599000,1.75,1650,3,0,3,8,98105,47.6636,-122.319,0,0,0,1.39830508474576,"3"
114975,1,740,1,0,3,6,98146,47.506,-122.335,72,0,0,0.1184,"2"
219950,1,1200,1,0,4,7,98022,47.2021,-121.999,56,0,0,0.15529959880937,"3"
262500,1.5,1610,1,0,4,7,98022,47.2025,-121.999,53,0,0,0.15644738120688,"3"
1289000,2.5,2190,1,0,3,8,98199,47.6685,-122.409,58,0,0.292237442922374,0.192206424433913,"3"
360000,2.5,2880,1,0,3,8,98058,47.4332,-122.144,38,1,0.416666666666667,0.417270356418429,"5"
272000,2.5,1870,2,0,3,7,98058,47.4334,-122.148,10,0,0,0.328531271960647,"4"
245500,1,790,1,0,3,6,98011,47.7644,-122.198,64,0,0,0.105333333333333,"2"
1300000,4.5,3902,3,0,4,9,98116,47.5837,-122.399,37,0,0.287032291132752,1.00567010309278,">5"
252000,1,680,1,0,1,6,98116,47.5832,-122.399,105,1,0,0.415140415140415,"1"
452000,1,1210,1.5,0,3,6,98103,47.6872,-122.344,114,0,0,0.321808510638298,"4"
243950,1,1120,1,0,5,6,98022,47.2411,-122.043,54,0,0,0.0315492957746479,"2"
201000,1,960,1,0,4,7,98022,47.238,-122.039,51,0,0,0.0628560204282066,"3"
645000,2.25,3280,1,0,3,10,98003,47.3207,-122.293,13,0,0,0.0413728730180754,"3"
199000,1.75,1320,1,0,4,7,98003,47.3257,-122.296,58,0,0,0.0759056929269695,"3"
350000,2,1680,1,0,3,7,98092,47.3248,-122.179,23,0,0,0.0205145738952047,"3"
320000,1.5,1890,1,0,4,8,98092,47.3267,-122.166,40,0,0,0.0433884297520661,"4"
216000,1.75,1310,1,0,4,6,98092,47.3156,-122.186,30,0,0,0.151095732410611,"3"
157000,1,870,1,0,3,6,98198,47.4152,-122.3,75,0,0,0.0330471776950543,"1"
242025,1.75,1400,1.5,0,4,7,98031,47.4153,-122.184,79,0,0,0.0259192061317436,"4"
365000,2,2140,1,0,4,7,98031,47.4066,-122.169,31,0,0,0.0804511278195489,"3"
8e+05,4.25,5480,2,0,4,10,98031,47.412,-122.168,23,0,0.062043795620438,0.0289870404654853,">5"
260000,1,1550,1.5,0,5,7,98038,47.407,-122.045,95,0,0,0.101639344262295,"2"
503000,2,2590,2,0,3,8,98038,47.4088,-122.055,26,0,0.235521235521236,0.0237832874196511,"3"
525000,1,1560,1,0,4,8,98177,47.7261,-122.364,63,0,0.269230769230769,0.192592592592593,"3"
588000,1.75,2310,2,0,3,8,98177,47.7266,-122.363,72,1,0,0.303149606299213,"3"
515000,1.5,2200,1,0,4,7,98177,47.7263,-122.363,73,0,0.486363636363636,0.288713910761155,"3"
350000,1,1430,1.5,0,3,7,98177,47.7256,-122.361,70,0,0.195804195804196,0.175309550079686,"2"
405000,1,1020,1,0,4,7,98177,47.7257,-122.361,66,0,0,0.125076640098099,"2"
699000,2.5,2580,1,0,3,10,98177,47.7259,-122.361,58,1,0.189922480620155,0.316409124356144,"3"
515000,1.5,1740,1.5,0,4,7,98177,47.7243,-122.363,68,0,0.195402298850575,0.213235294117647,"4"
670000,1.75,1850,1,0,3,8,98177,47.7241,-122.363,63,0,0,0.22671568627451,"3"
865000,2.5,3190,2,0,3,9,98177,47.7246,-122.363,0,0,0,0.39093137254902,"5"
614000,2.75,2760,1.5,0,4,8,98177,47.7248,-122.365,75,0,0.355072463768116,0.338235294117647,"4"
168500,1,1020,1,0,4,6,98168,47.499,-122.301,80,1,0,0.131748902092483,"2"
350000,2.5,2040,2,0,3,7,98168,47.4991,-122.299,3,0,0,0.0900542974440472,"4"
239000,1,1280,1,0,3,6,98168,47.4989,-122.302,64,0,0,0.153920153920154,"4"
207000,1,1490,1,0,4,7,98168,47.4901,-122.303,60,0,0,0.165647581989994,"3"
185000,1,1390,1,0,4,7,98168,47.4969,-122.3,45,0,0,0.122574955908289,"2"
312000,4,2900,2,0,4,7,98168,47.5003,-122.306,77,0,0.327586206896552,0.296553839860926,"5"
218000,1,980,1,0,3,7,98168,47.4892,-122.306,58,0,0,0.0764907898844833,"3"
374000,1.75,2220,1,0,5,7,98056,47.492,-122.166,51,0,0.486486486486487,0.142307692307692,"4"
450800,3.25,2510,2,0,3,9,98056,47.5028,-122.17,5,0,0,0.472604029372999,"4"
455950,2.5,2720,2,0,3,8,98056,47.4917,-122.17,0,0,0,0.471322127880783,"4"
324000,1,820,1,0,4,7,98177,47.7256,-122.361,73,0,0,0.0979689366786141,"2"
659000,2,2350,2,0,3,8,98005,47.583,-122.17,37,0,0,0.251902669096366,"4"
775000,2,1160,1,0,5,5,98075,47.585,-122.051,83,0,0.5,0.084382046992071,"3"
890000,2,1480,1.5,0,4,6,98075,47.5849,-122.051,68,0,0,0.132485900993644,"4"
710000,2.75,2710,1.5,0,4,8,98075,47.5836,-122.046,19,0,0.376383763837638,0.0648154791801201,"4"
440000,1.75,2000,2,0,3,8,98075,47.5882,-122.052,35,0,0,0.168350168350168,"3"
695000,2.5,2961,2,0,3,9,98075,47.5839,-122.052,16,0,0,0.243783961798123,"4"
607000,2,1490,1.5,0,5,7,98115,47.6744,-122.301,89,0,0,0.367538233843118,"4"
475000,1.75,1550,1.5,0,4,7,98115,47.6743,-122.301,88,0,0,0.382338431179082,"3"
512000,2,1270,1,0,4,6,98105,47.6694,-122.298,89,0,0.519685039370079,0.327235248647256,"2"
456000,1.5,2220,1,0,3,8,98033,47.6734,-122.185,36,0,0.427927927927928,0.179249091643117,"4"
604950,2.5,2110,1,0,3,8,98033,47.6743,-122.184,1,0,0.364928909952607,0.376248216833096,"3"
475000,1.5,1750,1,0,4,7,98033,47.6736,-122.176,62,0,0,0.138537048765041,"3"
490000,2,2370,2,0,4,7,98033,47.6734,-122.176,44,0,0,0.194326008527386,"3"
939000,2.75,3270,2,0,3,9,98033,47.6679,-122.172,0,0,0,0.25388198757764,"4"
1065000,3.75,4260,2,0,3,10,98033,47.6739,-122.172,6,0,0,0.43469387755102,"4"
514000,2,1770,1,0,4,7,98033,47.6642,-122.173,47,0,0,0.245833333333333,"3"
664000,2.5,1870,1,0,5,8,98033,47.6651,-122.174,40,0,0.331550802139037,0.115432098765432,"4"
750000,2.5,2400,2,0,3,9,98033,47.6734,-122.173,14,0,0,0.309877340219496,"3"
810000,2.5,2910,2,0,3,9,98033,47.6659,-122.172,9,0,0,0.443935926773455,"4"
920000,2.5,3540,2,0,3,9,98033,47.6749,-122.176,8,0,0,0.505064916535882,"4"
713000,3.25,2840,1,0,4,8,98053,47.6707,-122.045,31,0,0,0.0522058823529412,"4"
750000,3.75,3500,1.5,0,3,8,98053,47.6745,-122.054,48,1,0,0.0344847971308649,"5"
820000,2.5,3030,2,0,3,10,98053,47.664,-122.041,18,0,0,0.0651080837165327,"3"
568000,1.75,1760,1,0,3,7,98053,47.6735,-122.041,42,0,0,0.00748222970445193,"3"
590000,1,1610,1,0,3,7,98053,47.6718,-122.044,37,0,0,0.0275826623265376,"3"
870000,2,3090,1,0,3,7,98052,47.6748,-122.049,24,0,0,0.0750966048557611,"4"
890000,1.75,3050,2,0,3,10,98053,47.6744,-122.05,24,0,0,0.0598449916609438,"2"
649950,2.5,2350,2,0,4,8,98077,47.7545,-122.047,20,0,0,0.0372059149488617,"4"
450000,1.5,2060,1,0,3,8,98077,47.7503,-122.051,61,0,0,0.0459145009584095,"3"
879000,3,3590,2,0,3,10,98077,47.7557,-122.036,9,0,0,0.0400490852298081,"4"
480000,2.5,2870,2,0,4,9,98077,47.7568,-122.05,37,0,0,0.0802640042509159,"4"
880000,3.25,4060,2,0,4,9,98077,47.7615,-122.041,18,0,0,0.0770296165594703,"4"
465000,2.5,2090,1,0,3,7,98034,47.7266,-122.175,46,0,0.416267942583732,0.162861373022676,"4"
466000,2.25,1880,1,0,3,7,98155,47.7574,-122.322,53,0,0.319148936170213,0.25827723588405,"3"
525000,2,2260,1,0,4,7,98177,47.7193,-122.361,68,0,0.5,0.294270833333333,"4"
509007,1.75,1800,1,0,3,8,98177,47.7165,-122.361,64,0,0.25,0.236220472440945,"3"
379400,1.75,2120,1,0,4,7,98177,47.7172,-122.361,64,0,0.5,0.276041666666667,"4"
835000,2.75,4030,2,0,3,8,98177,47.7168,-122.365,71,1,0.178660049627792,0.3935546875,"4"
440000,1.75,1570,1,0,3,7,98177,47.7166,-122.365,68,0,0.375796178343949,0.306640625,"3"
675000,2.5,2540,2,0,4,9,98177,47.7175,-122.364,74,1,0,0.330729166666667,"3"
284950,1.5,2000,1,0,4,7,98198,47.3708,-122.311,53,0,0.415,0.295072292711714,"4"
519500,3,2390,1.5,0,3,8,98166,47.4545,-122.336,6,0,0,0.122853911791919,"3"
310000,1.75,2190,1,0,4,7,98166,47.4546,-122.337,67,1,0,0.0803374908290536,"5"
219000,1.5,1370,1.5,0,3,7,98198,47.4224,-122.289,53,0,0,0.17245720040282,"4"
199000,1,1280,1.5,0,3,7,98198,47.4215,-122.289,55,0,0,0.121661439026708,"4"
246500,1.5,1170,1,0,3,7,98198,47.4211,-122.29,55,0,0,0.101474414570685,"3"
465000,1,1100,1.5,0,4,6,98024,47.5697,-121.898,99,0,0,0.00756065708983435,"3"
213000,1,1000,1,0,3,6,98024,47.5687,-121.899,53,0,0,0.0980392156862745,"2"
260000,1,1190,1,0,3,6,98024,47.5687,-121.898,67,0,0,0.107014388489209,"3"
335000,2.25,1580,1,0,4,7,98024,47.5643,-121.897,36,0,0,0.0974406413814369,"3"
324950,2,1340,1,0,4,7,98024,47.5644,-121.898,41,0,0.335820895522388,0.137435897435897,"3"
370000,1,900,1,0,3,6,98117,47.6918,-122.361,63,0,0,0.195652173913043,"2"
265000,1,910,1,0,3,5,98117,47.6916,-122.362,98,0,0,0.197826086956522,"2"
469000,2.25,1440,3,0,3,7,98117,47.6908,-122.365,0,0,0,1.05726872246696,"3"
530000,1,1500,1.5,0,4,7,98126,47.5677,-122.376,88,0,0.3,0.260869565217391,"3"
525000,1.5,1540,2,0,3,8,98126,47.5678,-122.378,73,1,0,0.322648229624974,"3"
598000,2.5,2420,1.5,0,5,7,98126,47.5671,-122.378,89,0,0.359504132231405,0.47284095349746,"4"
715000,1.5,1670,2,0,5,7,98126,47.5671,-122.379,89,0,0,0.3300395256917,"3"
442000,1,990,1.5,0,4,6,98126,47.5677,-122.38,97,0,0,0.229538604219801,"2"
430000,1.75,1440,1,0,4,6,98126,47.567,-122.38,97,0,0.5,0.35776397515528,"3"
588000,1.75,2170,1,0,3,7,98116,47.5668,-122.383,40,0,0.368663594470046,0.377391304347826,"4"
5e+05,1.5,1330,1.5,0,3,7,98116,47.5681,-122.384,99,0,0,0.231304347826087,"4"
575000,1.75,1630,1,0,3,7,98116,47.5674,-122.384,68,0,0.288343558282209,0.283478260869565,"4"
750000,1.75,2100,2,0,3,8,98116,47.567,-122.385,105,1,0,0.317556328443974,"4"
558000,2,1580,1,0,5,6,98116,47.5668,-122.384,104,0,0.5,0.274782608695652,"2"
407000,2.5,1340,2,0,3,8,98116,47.5655,-122.386,7,0,0.298507462686567,1.34134134134134,"2"
460000,1.75,1720,1.5,0,5,7,98116,47.5654,-122.384,85,0,0.395348837209302,0.563934426229508,"4"
679900,2.5,2440,2,0,3,9,98116,47.565,-122.381,14,0,0.188524590163934,0.424347826086957,"3"
380000,1,780,1,0,3,6,98126,47.566,-122.38,96,0,0,0.199488491048593,"2"
507250,1.75,1400,1,0,3,6,98126,47.5659,-122.38,100,0,0.214285714285714,0.243478260869565,"3"
420000,1,820,1,0,5,6,98126,47.5649,-122.38,92,0,0,0.203726708074534,"2"
